property_name,location,bedrooms,bathrooms,price,size,price_per_sqm
شقة للعوايل العامرات المحج ب 130 ريال 4 rent flat,"Al Amarat, Muscat•",2,2.0,130.0,70.0,1.8571428571428572
3 bedroom 2 washroom available,"Salalah, Dhofar•",2,2.0,50.0,150.0,0.3333333333333333
Master Room for Rent in Al Khoudh (Souq),"Al Khoud, Muscat•",1,1.0,130.0,10.0,13.0
Master Room for Rent in Al Khoudh (Souq),"Al Khoud, Muscat•",1,1.0,140.0,10.0,14.0
"3BKH Semi-furnished First Floor Apt , Mumtaz Area, Ruwi, 92493450","Ruwi, Muscat•",3,3.0,325.0,175.0,1.8571428571428572
شقة راقية للايجار اليومي والاسبوعي,"Salalah, Dhofar•",2,2.0,50.0,200.0,0.25
Room for Rent.,"Al Khuwair, Muscat•",1,1.0,120.0,32.0,3.75
منزل للإيجار ولاية بركاء(الجحيلة) موقع ممتاز,"Barka, Al Batinah•",3,3.0,155.0,200.0,0.775
House shiffting service all Muscat oman and Dubai to oman Muscat,"Al Mawaleh, Muscat•",5,5.0,120.0,98.0,1.2244897959183674
House shiffting service all Muscat oman and Dubai to Muscat oman,"Barka, Al Batinah•",3,3.0,70.0,65.0,1.0769230769230769
room for rent - azaiba,"Azaiba, Muscat•",1,1.0,120.0,44.0,2.727272727272727
فيلا لإيجار بالموالح الجنوبية,"Al Mawaleh, Muscat•",6,6.0,600.0,320.0,1.875
"Attached Room for Rent 45OMR,  contact 94530270","Sur, Al Sharqiya•",1,1.0,45.0,30.0,1.5
شقة مفروشة للايجار مسقط المعبيلة الجنوبيه شاكله كهرباء ماء نت,"Al Maabilah, Muscat•",2,2.0,220.0,120.0,1.8333333333333333
1 Bedroom apartment for Rent in Al Mabailah,"Al Maabilah, Muscat•",1,1.0,140.0,55.0,2.5454545454545454
78 sm2 2 Bedroom apartment,"Al Seeb, Muscat•",3,3.0,190.0,78.0,2.4358974358974357
"separate room & bathroom in shrd apartment rent 70 + WiFi, EB and watr","Ghala, Muscat•",1,1.0,70.0,10.0,7.0
شقه مفروشه للايجار لمده شهر واحد شامل الفواتير بشارع البركات,"Al Hail, Muscat•",2,2.0,220.0,110.0,2.0
Furnished room available for Rent in Wadi Adai,"Muscat - Other, Muscat•",1,1.0,75.0,100.0,0.75
Rooms for rent in Al Hail South near highway free WiFi,"Al Hail, Muscat•",1,1.0,78.0,16.0,4.875
شقق للايجار سكنى تجارى بموقع ممتاز بشارع المها,"Al Khuwair, Muscat•",2,2.0,230.0,90.0,2.5555555555555554
شقه مفروشه للعائلات فقط للإيجار الشهرى,"Al Khuwair, Muscat•",2,2.0,290.0,60.0,4.833333333333333
فيلا دورين للإيجار اليومي عشان خريف في صحلنوت الجنوبيه,"Salalah, Dhofar•",6,6.0,75.0,500.0,0.15
al hail north,"Al Hail, Muscat•",3,3.0,160.0,136.0,1.1764705882352942
شقه وسويت شاغر من 7/26 الشقه شاغر من 8/6,"Salalah, Dhofar•",2,2.0,25.0,80.0,0.3125
includes electric bill my whats ap no is 78107721,"Al Hamriyah, Muscat•",1,1.0,25.0,10.0,2.5
شقه للايجار ف نزوى قريب السوق,"Nizwa, Al Dakhiliya•",2,2.0,110.0,80.0,1.375
Room for rent,"Muscat - Other, Muscat•",1,1.0,55.0,3358.0,0.016378796902918404
سوق السيب,"Al Seeb, Muscat•",2,2.0,200.0,60.0,3.3333333333333335
Bed space,"Ruwi, Muscat•",1,1.0,25.0,100.0,0.25
Millennium Studio,"Salalah, Dhofar•",1,1.0,50.0,32.0,1.5625
منزل الايجار بصحم ديل ال عبدالسلام,"Saham, Al Batinah•",1,1.0,150.0,90.0,1.6666666666666667
House shiffting professional carpenter service,"Ansab, Muscat•",3,3.0,70.0,68.0,1.0294117647058822
استراحة وقاعة للمناسبات والأيجار اليومي,"Bidbid, Al Dakhiliya•",4,4.0,250.0,440.0,0.5681818181818182
stodio flat at alkhwier near sager hospital,"Al Khuwair, Muscat•",1,1.0,135.0,75.0,1.8
شقق متوفره في عوقد,"Salalah, Dhofar•",2,2.0,50.0,10.0,5.0
3 BHK Flat for Rent in CBD Area RUWI Muscat,"Ruwi, Muscat•",3,3.0,275.0,150.0,1.8333333333333333
Office space for Rent in Al Khuwair,"Al Khuwair, Muscat•",2,,550.0,120.0,4.583333333333333
استراحة في ايتين موقع مميز,"Salalah, Dhofar•",1,1.0,50.0,200.0,0.25
موالح جنوبيه,"Al Mawaleh, Muscat•",5,5.0,525.0,300.0,1.75
فيلا راقيه للإيجار اليومي مفروشه سوبر لوكس في صلاله,"Salalah, Dhofar•",5,5.0,100.0,300.0,0.3333333333333333
شقق للإيجار,"Salalah, Dhofar•",2,2.0,50.0,28.0,1.7857142857142858
شالية الموالح,"Al Mawaleh, Muscat•",1,1.0,50.0,200.0,0.25
بوهيمي شالية,"Al Amarat, Muscat•",2,2.0,50.0,300.0,0.16666666666666666
شقة  للايجار( المعبيله الجنوبيه),"Al Maabilah, Muscat•",3,3.0,150.0,108.0,1.3888888888888888
Villa available opposit of Star Cinema,"Ruwi, Muscat•",3,3.0,400.0,200.0,2.0
خريف صلالة٢٠٢٥,"Salalah, Dhofar•",2,2.0,65.0,130.0,0.5
You will always get room,"Barka, Al Batinah•",2,2.0,80.0,50.0,1.6
Stylish Apartment with Opera & Ocean Views – Available Now in Al Qurum,"Qurum, Muscat•",2,2.0,400.0,125.0,3.2
Apartment for rent in Ghala - شقة للإيجار في مرتفعات غلا,"Ghala, Muscat•",2,2.0,240.0,70.0,3.4285714285714284
Spacious commercial villa At Madinat Qaboos,"Madinat As Sultan Qaboos, Muscat•",4,4.0,1500.0,200.0,7.5
room for rent in Alhail,"Al Hail, Muscat•",1,1.0,130.0,30.0,4.333333333333333
Room for rent Alkuwair near children's park. Exicutive Batchelder only,"Al Khuwair, Muscat•",1,1.0,120.0,15.0,8.0
room for rent in Alhail,"Al Hail, Muscat•",1,1.0,85.0,25.0,3.4
2bhk clean and neat flat with wifi free Water and electric is prepaid,"Al Ghubrah, Muscat•",3,3.0,230.0,1000.0,0.23
Room for Rent,"Al Mawaleh, Muscat•",1,1.0,95.0,12.0,7.916666666666667
room for rent for bachelor lady,"Al Ghubrah, Muscat•",2,2.0,110.0,150.0,0.7333333333333333
shop for sale good customer good income any person need  call me,"Al Amarat, Muscat•",2,,2200.0,10.0,220.0
industrial land 2160 sqm in Al Wasit,"Barka, Al Batinah•",2,,2500.0,2160.0,1.1574074074074074
فيلا مستقلة للإيجار اليومي بصحنوت,"Salalah, Dhofar•",3,3.0,70.0,340.0,0.20588235294117646
New Villa for Rent in Barka – North Al-Sumhan,"Barka, Al Batinah•",6,6.0,400.0,314.0,1.2738853503184713
شقة للايجار على شارع 18 نوفمبر,"Al Ghubrah, Muscat•",4,4.0,490.0,100.0,4.9
exicutive room for ladies and family,"Ruwi, Muscat•",1,1.0,90.0,12000.0,0.0075
ارض صناعية بركا السقسوق للإيجار  Industrial open Land for Rent Saqsoq,"Barka, Al Batinah•",2,,350.0,1000.0,0.35
غرفة في الخوير,"Al Khuwair, Muscat•",1,1.0,85.0,20.0,4.25
VILLA FOR RENT JUST 190.000 OMR,"Al Amarat, Muscat•",5,5.0,190.0,15000.0,0.012666666666666666
rooms for rent,"Barka, Al Batinah•",2,2.0,120.0,500.0,0.24
shared accommodation in Al khuwair,"Al Khuwair, Muscat•",3,3.0,40.0,120.0,0.3333333333333333
للإيجار فلا في المعبيلة الثامنة,"Al Maabilah, Muscat•",8,8.0,450.0,330.0,1.3636363636363635
Fully furnished studio room for rent al ghubrah naer 18th Nov street,"Azaiba, Muscat•",1,1.0,235.0,35.0,6.714285714285714
commercial advertisement,"Al Khuwair, Muscat•",2,,300.0,164.0,1.829268292682927
غرفه للايجار في العامرات المنطقه الي خلف شل بجنب الولو,"Al Amarat, Muscat•",1,1.0,65.0,100.0,0.65
ارض ركنية سكنية للاستثمار بموقع ممتاز بالسعادة,"Salalah, Dhofar•",2,,2000.0,7500.0,0.26666666666666666
Qurum Park NEARBY LOCATED BABA SALEEM SHAWARMA COFFEE SHOP ROOM FOR RE,"Qurum, Muscat•",1,1.0,79.0,66.0,1.196969696969697
منزل ٣ غرف ٣حمامات صالة ومطبخ مفروش بالوادي,"Salalah, Dhofar•",3,3.0,35.0,450.0,0.07777777777777778
Furnished 3BHK for daily rent near Al Nahda Tower شقة مفروشة للإيجار ا,"Salalah, Dhofar•",2,2.0,50.0,150.0,0.3333333333333333
3÷1 bedrooms in Al seeb,"Al Seeb, Muscat•",5,5.0,550.0,250.0,2.2
industrial land for rent 1500mtr sohar أرض صناعيةزاويةصحارللايجار,"Sohar, Al Batinah•",2,,390.0,1500.0,0.26
شقه للايجار غرفتين في صحلنوت السعر 25 ريال,"Salalah, Dhofar•",2,2.0,2500.0,90.0,27.77777777777778
شقة للايجار 35 ريال,"Salalah, Dhofar•",1,1.0,50.0,300.0,0.16666666666666666
محل تجاري في الهمبار للايجار,"Sohar, Al Batinah•",2,,60.0,18.0,3.3333333333333335
محلات,"Al Maabilah, Muscat•",2,,370.0,800.0,0.4625
1 bed space available in wadi adai big room with attached wahsroom,"Al Hamriyah, Muscat•",1,1.0,25.0,1000.0,0.025
Room For Rent,"Al Ghubrah, Muscat•",1,1.0,140.0,170.0,0.8235294117647058
عوقد الشماليه,"Salalah, Dhofar•",2,2.0,50.0,120.0,0.4166666666666667
35 OR شقة للايجار في الدهاريز الجنوبية صلالة,"Salalah, Dhofar•",2,2.0,50.0,85.0,0.5882352941176471
شارع مازون خلف مدرسة الموهبة الخاصة الموالح Al Rayan Chale AL Mawaleh,"Al Mawaleh, Muscat•",1,1.0,50.0,250.0,0.2
شقة فاخرة للايجار مسقط هيلز the pearl muscat,"Muscat Hills, Muscat•",2,2.0,320.0,73.0,4.383561643835616
ڤلة جديدة للإيجار في الباطنة صحار,"Sohar, Al Batinah•",4,4.0,280.0,170.0,1.6470588235294117
شقة مفروشة للإيجار في صلالة الجديدة,"Salalah, Dhofar•",2,2.0,50.0,100.0,0.5
House fully renovated for rent in al Ghubrah South,"Bosher, Muscat•",3,3.0,600.0,190.0,3.1578947368421053
Studio Apartment for Rent in Sandan City - Halban,"Barka, Al Batinah•",1,1.0,80.0,48.0,1.6666666666666667
Sharing room near Rusayl garden for South indian Bachelors .,"Al Mawaleh, Muscat•",1,1.0,60.0,700.0,0.08571428571428572
"New villas for rent in Al Khuwairiyah, close to Sohar Port","Sohar, Al Batinah•",3,3.0,230.0,200.0,1.15
ONE Room for rent in a nice villa for a SINGLE profesional,"Al Hail, Muscat•",4,4.0,150.0,300.0,0.5
"2 & 3 bhk flat for rent in alkhuwair, Qurum","Al Khuwair, Muscat•",2,2.0,270.0,150.0,1.8
شقق واسعه في حماسه,"Al Buraimi, Al Buraimi•",2,2.0,70.0,80.0,0.875
Office  store & showroom for rent in Alkhuwair & shatil qurum,"Al Khuwair, Muscat•",2,,400.0,200.0,2.0
شقة مفروشة للإيجار الشهري في السيب,"Al Seeb, Muscat•",1,1.0,90.0,90.0,1.0
1bhk full furnished flat for rent,"Bosher, Muscat•",2,2.0,300.0,65.0,4.615384615384615
شقة عائلية للإيجار,"Salalah, Dhofar•",4,4.0,70.0,250.0,0.28
Flat for rent,"Mutrah, Muscat•",1,1.0,110.0,111.0,0.990990990990991
شقق وفلل للإيجار,"Salalah, Dhofar•",3,3.0,50.0,200.0,0.25
Bad space available,"Al Ghubrah, Muscat•",1,1.0,22.0,200.0,0.11
شفة مفروشة للإيجار اليومي,"Salalah, Dhofar•",3,3.0,50.0,200.0,0.25
Room for rent opposite Al Bandeŕ LULU,"Al Khoud, Muscat•",1,1.0,85.0,15.0,5.666666666666667
Big Furnished rooms Studio 1BHK flats near Makkah hypkt lulu just120,"Al Ghubrah, Muscat•",1,1.0,120.0,5200.0,0.023076923076923078
"Furnished rooms 120 studio 150 1bhk 180, 200 lulu Makah hypmkt Ghubra","Al Ghubrah, Muscat•",2,2.0,120.0,6000.0,0.02
Fully Furnished Apartment with 2-bed space Avilable excutive Bachelors,"Azaiba, Muscat•",2,2.0,65.0,75.0,0.8666666666666667
Fully Furnished Apartment with 2-bed space Avilable excutive Bachelors,"Ghala, Muscat•",2,2.0,65.0,75.0,0.8666666666666667
LAND COMMERCIAL RENT in BARKA,"Barka, Al Batinah•",2,,1500.0,30000.0,0.05
مطلوب للشراء بناية عبارة محلات تجارية ومكاتب,"Al Seeb, Muscat•",2,,500000.0,100000.0,5.0
شقة للايجار معبيلة جنب دوار الصفاء موقع ممتاز,"Al Maabilah, Muscat•",2,2.0,160.0,100.0,1.6
1BHK for Rent in Shaden Alhail شقة غرفة وصالة للإيجار في شدن الحيل,"Al Hail, Muscat•",2,2.0,220.0,100080.0,0.0021982414068745003
1BHK Apartment in Shaden Al Hail Complex,"Al Hail, Muscat•",2,,200.0,121.0,1.6528925619834711
NICE RESTAURANT FOR RENT. مطعم للتنازل يكافة محتوياته مع السجل التجاري,"Azaiba, Muscat•",2,,7500.0,150.0,50.0
للإيجار: غرف للموظفات فقط,"Al Khoud, Muscat•",3,3.0,120.0,10.0,12.0
3 seater Sofa with 2 pilows  for sale immediately 20 OMR last price,"Al Ghubrah, Muscat•",1,1.0,20.0,10.0,2.0
room for rent in Maabilah,"Al Maabilah, Muscat•",1,1.0,80.0,40.0,2.0
العذيبه الشماليه /مسقط,"Azaiba, Muscat•",3,3.0,350.0,190.0,1.8421052631578947
House shiffting service all Muscat oman and Dubai to oman Muscat,"Al Seeb, Muscat•",3,3.0,75.0,98.0,0.7653061224489796
فيلا للايجار في دارسيت قرب بلدية مسقط vlia,"Darsait, Muscat•",6,6.0,400.0,315.0,1.2698412698412698
Bedroom for Rent- Unfurnished,"Al Khuwair, Muscat•",1,1.0,120.0,20.0,6.0
غرف مفروشه واستوديوهات غير مفروشه الموالح الجنوبيه,"Al Seeb, Muscat•",1,1.0,120.0,30.0,4.0
فيلا راااااقية  الموقع والخدمات بالسعادة الجنوبية,"Salalah, Dhofar•",5,5.0,90.0,400.0,0.225
فيلا روووووعة الموقع والخدمات,"Salalah, Dhofar•",4,4.0,90.0,400.0,0.225
الخوير,"Al Khuwair, Muscat•",2,2.0,50.0,100.0,0.5
Room for Rent with Shared Gym and Fully Furnished in Ghala,"Ghala, Muscat•",1,1.0,130.0,25.0,5.2
in Alkhoud Suq bed space available for rent,"Al Khoud, Muscat•",1,1.0,25.0,50.0,0.5
Bed space available for rent,"Al Khoud, Muscat•",1,1.0,25.0,50.0,0.5
مطلوب بيت للايجار,"Barka, Al Batinah•",5,5.0,200.0,300.0,0.6666666666666666
شقة للإيجار خريف صلالة,"Salalah, Dhofar•",2,2.0,60.0,130.0,0.46153846153846156
Flat for rent excellent location in Ruwi,"Ruwi, Muscat•",3,3.0,180.0,110.0,1.6363636363636365
single room available in gala near Al karama hyper market,"Bosher, Muscat•",1,1.0,105.0,50.0,2.1
Wadi Adair Semi Furnish Room For Single Working Lady,"Ruwi, Muscat•",1,1.0,80.0,25.0,3.2
Family room,"Al Hamriyah, Muscat•",1,1.0,90.0,60.0,1.5
room available in mwalah shooq,"Al Mawaleh, Muscat•",1,1.0,75.0,123.0,0.6097560975609756
فله للإيجار,"Salalah, Dhofar•",9,9.0,888.0,660.0,1.3454545454545455
Hawana Salalah One Bedroom Apartment For 60 per day,"Taqah, Dhofar•",1,1.0,350.0,65.0,5.384615384615385
صحلنوت أ فله راقيه  للإيجار خريف صلاله,"Salalah, Dhofar•",6,6.0,140.0,400.0,0.35
"For Rent - 2-bedroom duplex home behind Indian School, Al Mabelah.","Al Maabilah, Muscat•",2,2.0,190.0,150.0,1.2666666666666666
bed space 35,"Al Khuwair, Muscat•",1,1.0,35.0,35558.0,0.0009843073288711402
Single furnished Room for rent,"Al Khuwair, Muscat•",1,1.0,100.0,10.0,10.0
2 BHK Flat For Rent in Qurum-Al Sarooj,"Qurum, Muscat•",2,2.0,400.0,110.0,3.6363636363636362
5 Bedroom with Majlis Commercial Villa for Rent at Shatti AL Qurum,"Qurum, Muscat•",2,,1300.0,325.0,4.0
2 bedroom new Apartment for rent and for sale,"Al Hail, Muscat•",2,2.0,390.0,100.0,3.9
ROOMS  FOR RENT  (separate),"Al Khuwair, Muscat•",3,3.0,115.0,123456.0,0.0009315059616381545
ملحق الايجار في السيب,"Al Seeb, Muscat•",3,3.0,220.0,100.0,2.2
Furnish Room For Single Bachlor Rent 95 Wadi Kabir,"Al Wadi Al Kabir, Muscat•",1,1.0,95.0,30.0,3.1666666666666665
فيلا دورين الدور الارضى لتاجير,"Salalah, Dhofar•",4,4.0,150.0,300.0,0.5
Partation room for rent,"Al Khuwair, Muscat•",1,1.0,80.0,45.0,1.7777777777777777
Azaiba villa,"Azaiba, Muscat•",5,5.0,600.0,500.0,1.2
sharing room,"Al Wadi Al Kabir, Muscat•",1,1.0,65.0,250.0,0.26
جنوب الباطنة . بركاء,"Barka, Al Batinah•",2,2.0,50.0,200.0,0.25
Deluxe King Room For Rent,"Al Khoud, Muscat•",1,1.0,16.0,29.0,0.5517241379310345
villa for rent in Mawaleh- Seeb,"Al Mawaleh, Muscat•",6,6.0,550.0,601.0,0.9151414309484193
Economy Room With Twin Beds For Rent,"Al Khoud, Muscat•",1,1.0,13.0,30.0,0.43333333333333335
فيلا للإيجار ف صحلنوت,"Salalah, Dhofar•",8,8.0,200.0,635.0,0.31496062992125984
Room for rent in Al Hail near shell and muscat pharmacy,"Al Hail, Muscat•",1,1.0,100.0,140.0,0.7142857142857143
غرفه مع حمام ولوبي مطل ع البحر,"Ja'alan Bani Bu Ali, Al Sharqiya•",1,1.0,18.0,40.0,0.45
غرفة وحمام بالخوير خلف مجمع الياسمين وقريب لندن,"Al Khuwair, Muscat•",1,1.0,130.0,45.0,2.888888888888889
Room for rent,"Sadab, Muscat•",1,1.0,125.0,20.0,6.25
flat for rent in wadi alkabeer,"Al Wadi Al Kabir, Muscat•",2,2.0,170.0,150.0,1.1333333333333333
mob 91230475 Alamerat cheapest shops for rent,"Al Amarat, Muscat•",2,,55.0,18.0,3.0555555555555554
غرف وشقق واستديوهات مفروش وبدون فرش بالخوير٣٣خلف مطعم الضيعه اللبنانيه,"Al Khuwair, Muscat•",1,1.0,1140.0,60.0,19.0
Room for rent opposite Ceasar hotel in al Khuwair,"Al Khuwair, Muscat•",1,1.0,100.0,10.0,10.0
Room with attached toilet for rent opposite Ceasar hotel Al Khuwair,"Al Khuwair, Muscat•",1,1.0,160.0,160.0,1.0
مكان  قرب الموج الموالح الشماليه,"Al Seeb, Muscat•",1,1.0,180.0,120.0,1.5
Room rent mob 99607462 call this no pls,"Ruwi, Muscat•",1,1.0,70.0,70.0,1.0
House shiffting service all Muscat oman and Dubai to Muscat Oman,"Darsait, Muscat•",3,3.0,50.0,68.0,0.7352941176470589
bed space available,"Ruwi, Muscat•",1,1.0,30.0,60.0,0.5
Shared Accomadation in Ghala Al Nadha Tower,"Ghala, Muscat•",1,1.0,150.0,10.0,15.0
محل للايجار بمدينة العرفان,"Muscat Hills, Muscat•",2,,500.0,41.0,12.195121951219512
غـرفـة للايجار في المعبيلة الجنوبية,"Al Seeb, Muscat•",1,1.0,100.0,20.0,5.0
Big Size double room  for rent غرفة مزدوجة كبيرة الحجم متاحة للإيجار,"Al Khoud, Muscat•",1,1.0,90.0,30.0,3.0
منزل للايجار سيح ظبي ٣,"Al Amarat, Muscat•",1,1.0,140.0,350.0,0.4
استديو عائلي في وادي عدي Family studio in wadi adai 60 OMR,"Mutrah, Muscat•",1,1.0,60.0,65.0,0.9230769230769231
مركز العذيبة العقاري,"Bidbid, Al Dakhiliya•",2,,1000.0,4000.0,0.25
غرفة للايجار بجوار ابو طحنون صحلنوت الشماليه,"Salalah, Dhofar•",1,1.0,50.0,60.0,0.8333333333333334
غرفة وحمام في الغبره الجنوبية  room South Al-Ghubra,"Al Ghubrah, Muscat•",1,1.0,150.0,50.0,3.0
Industrial Land for Rent in Ghala,"Ghala, Muscat•",2,,3500.0,3300.0,1.0606060606060606
2BHK Furnished-flat for Rent,"Qurum, Muscat•",3,3.0,500.0,132.0,3.787878787878788
Room with attached bathroom for working ladies,"Al Hail, Muscat•",1,1.0,75.0,30.0,2.5
Hotel Apartment for Rent with free Wifi n Parking,"Al Ghubrah, Muscat•",2,2.0,50.0,700.0,0.07142857142857142
صلالة المعتزة بالقرب من حديقه صلالة العامة,"Salalah, Dhofar•",1,1.0,16.0,300.0,0.05333333333333334
Shop for rent in AMRAT AL MAHAJ,"Al Amarat, Muscat•",2,,80.0,33.0,2.4242424242424243
Two bedrooms apartment for rent,"Al Ghubrah, Muscat•",3,3.0,270.0,110.0,2.4545454545454546
Family members Shering Room,"Ruwi, Muscat•",1,1.0,80.0,52.0,1.5384615384615385
Family Room Sharing Ruwi,"Ruwi, Muscat•",1,1.0,80.0,152.0,0.5263157894736842
Family Room Ruwi,"Ruwi, Muscat•",1,1.0,80.0,152.0,0.5263157894736842
Room available ghunrah near Emirates gift market,"Al Ghubrah, Muscat•",1,1.0,130.0,100.0,1.3
"Flat for Rent – 2 Rooms, 2 Bathrooms, 1 Kitchen","Al Duqum, Al Wusta•",2,2.0,10.0,100.0,0.1
3bhk flat for rent,"Al Ghubrah, Muscat•",3,3.0,400.0,10.0,40.0
شقق 3غرف واستوديو خط اول بالقرب من واجهة الشاطي الأسعار تتفاوت,"Salalah, Dhofar•",2,2.0,3520.0,100.0,35.2
غرفه كبيره vip مع دوره مياه العامرات الخامسه,"Al Amarat, Muscat•",1,1.0,110.0,100.0,1.1
1 bedroom flat in good condition for rent directly from owner من مالك,"The Wave (Almouj), Muscat•",2,2.0,500.0,110.0,4.545454545454546
3 bedroom aparment for rent commercial,"Azaiba, Muscat•",3,3.0,350.0,150.0,2.3333333333333335
small room,"Al Ghubrah, Muscat•",1,1.0,50.0,60.0,0.8333333333333334
"1BHK FLAT FOR RENT IN RUWI-CBD,MUSCAT.","Ruwi, Muscat•",1,1.0,140.0,2076.0,0.0674373795761079
فرصة استثمارية نادرة في قلب الخوير - مسقط,"Al Khuwair, Muscat•",8,8.0,1500.0,800.0,1.875
FLAT FOR RENT,"Ruwi, Muscat•",3,3.0,300.0,140.0,2.142857142857143
Bed Space Available-Ghubra,"Al Ghubrah, Muscat•",1,1.0,60.0,12.0,5.0
Showroom / Shop for Rent near Bank Dhofar,"Al Maabilah, Muscat•",2,,660.0,43.0,15.348837209302326
BUILDING 104 للايجار محل العوهي الصناعية,"Sohar, Al Batinah•",2,,75.0,60.0,1.25
"Prime Commercial Space for Rent(office,shops & store)","Bosher, Muscat•",2,,450.0,109.0,4.128440366972477
Shop For Rent,"Bosher, Muscat•",2,,200.0,28.0,7.142857142857143
إيجار يومي بصلاله,"Salalah, Dhofar•",2,2.0,50.0,100.0,0.5
Shop for rent. BIG COMMERCIAL SPACE FOR RENT IN BARKA FULLY EQUIPPED,"Barka, Al Batinah•",2,,495.0,275.0,1.8
Bed Space OMR 45.000,"Al Wadi Al Kabir, Muscat•",1,1.0,45.0,100.0,0.45
شقة للايجار في بوشر,"Bosher, Muscat•",1,1.0,150.0,80.0,1.875
شقة للايجار اليومي ٢٥ ريال للعوائل,"Salalah, Dhofar•",1,1.0,50.0,100.0,0.5
Room for Rent (for kabayan),"Al Hail, Muscat•",1,1.0,100.0,15.0,6.666666666666667
العامرات المحج,"Al Amarat, Muscat•",2,,120.0,34.0,3.5294117647058822
للايجار فيلا   for rent villa,"Al Amarat, Muscat•",6,6.0,300.0,555.0,0.5405405405405406
Lexuary 2 Bedroom Apartment at Muscat Hills,"Muscat Hills, Muscat•",3,3.0,400.0,140.0,2.857142857142857
flat in salalah Daliy  شقق في صلالة يومي,"Salalah, Dhofar•",2,2.0,50.0,100.0,0.5
شقه للإيجار,"Salalah, Dhofar•",3,3.0,50.0,525.0,0.09523809523809523
صلالة,"Salalah, Dhofar•",5,5.0,50.0,350.0,0.14285714285714285
مطلوب بيت للايجار,"Salalah, Dhofar•",2,2.0,,300.0,
including 75 omr    electric water free,"Al Hail, Muscat•",1,1.0,75.0,12.0,6.25
Running Mobile shop business for Rent,"Ruwi, Muscat•",2,,140.0,50.0,2.8
Rooms and Bed space for rent,"Khasab, Musandam•",4,4.0,160.0,15.0,10.666666666666666
صلاله عوقد,"Salalah, Dhofar•",6,6.0,75.0,600.0,0.125
شقق للايجار قنتب 99210906,"Qantab, Muscat•",2,2.0,160.0,90.0,1.7777777777777777
شقه واسعه للإيجار,"Al Amarat, Muscat•",2,2.0,125.0,120.0,1.0416666666666667
Room for Rent غرفه للإيجار,"Al Amarat, Muscat•",1,1.0,90.0,40.0,2.25
غرفة للإجار نزوى 6 ريال,"Nizwa, Al Dakhiliya•",1,1.0,10.0,70.0,0.14285714285714285
شقه مفروشه للايجار,"Al Maabilah, Muscat•",3,3.0,190.0,100.0,1.9
"Room for rent with attached bathroom and electricity, water, wifi","Qurum, Muscat•",1,1.0,115.0,200.0,0.575
محلات للاجار في سوق الكامل,"Al Kamil and Al Waafi, Al Sharqiya•",2,,70.0,32.0,2.1875
شقق للايجارWadi Kabeer   Flat for rent,"Al Wadi Al Kabir, Muscat•",2,2.0,130.0,150.0,0.8666666666666667
شالية العز عروض الافتتاح,"Al Mudaibi, Al Sharqiya•",3,3.0,50.0,150.0,0.3333333333333333
room / space for rent,"Bosher, Muscat•",1,1.0,85.0,12.0,7.083333333333333
room rent for bedspace,"Barka, Al Batinah•",2,2.0,40.0,303.0,0.132013201320132
room for rent,"Al Khuwair, Muscat•",1,1.0,100.0,10.0,10.0
غرفة للايجار في نزوى,"Nizwa, Al Dakhiliya•",1,1.0,10.0,70.0,0.14285714285714285
"Building , Full Floor for rent","Qurum, Muscat•",2,,8000.0,800.0,10.0
Studio for rent,"Al Ghubrah, Muscat•",1,1.0,270.0,32.0,8.4375
BES SPACE AVAILABLE AT WADI KABIR,"Al Wadi Al Kabir, Muscat•",1,1.0,30.0,100.0,0.3
"including electricity,water and wifi","Al Ghubrah, Muscat•",1,1.0,90.0,70.0,1.2857142857142858
"New Showrooms nearby Sohar Port for Office, Storage or Shops","Sohar, Al Batinah•",2,,400.0,220.0,1.8181818181818181
شقق جديدة للايجار قرب الميناء منطقة الفلج. . . New apartments in Falaj,"Sohar, Al Batinah•",2,2.0,130.0,120.0,1.0833333333333333
Room for rent for indian Muslim Family only,"Bosher, Muscat•",1,1.0,160.0,10.0,16.0
Rooms for rent,"Al Khuwair, Muscat•",2,2.0,100.0,100.0,1.0
bed space available-ghala,"Azaiba, Muscat•",2,2.0,60.0,25.0,2.4
فيلا دورين,"Salalah, Dhofar•",6,6.0,135.0,620.0,0.21774193548387097
1 BHK flat in Al Khoudh village,"Al Khoud, Muscat•",1,1.0,195.0,95.0,2.0526315789473686
فيلا بتصميم عصري   احجز موعدك لمعاينة,"Al Amarat, Muscat•",7,7.0,135.0,600.0,0.225
Room for rent with balcony and toilet,"Al Khuwair, Muscat•",1,1.0,100.0,45.0,2.2222222222222223
Room for rent,"Al Khuwair, Muscat•",2,2.0,105.0,30.0,3.5
SHOPS FOR RENT RUSSAIL SANIYA,"Al Rusayl, Muscat•",2,,80.0,30.0,2.6666666666666665
Room for rent near centara hotel ghala,"Ghala, Muscat•",1,1.0,70.0,70.0,1.0
الخوض,"Al Khoud, Muscat•",2,,220.0,200.0,1.1
Apartment studio for rent in hawana,"Salalah, Dhofar•",1,1.0,50.0,320.0,0.15625
Room for sharing,"Al Ghubrah, Muscat•",1,1.0,60.0,14.0,4.285714285714286
room for single family only,"Al Hail, Muscat•",1,1.0,120.0,1222.0,0.09819967266775777
مطلوب مزرعه للايجار,"Nizwa, Al Dakhiliya•",2,,700.0,2000.0,0.35
