property_name,location,bedrooms,bathrooms,price,size,price_per_sqm
Working Lady . or couples only for Phlipenes,"Al Khuwair, Muscat•",1,1.0,80.0,100.0,0.8
Room For rant in wattayh,"Qurum, Muscat•",1,1.0,70.0,65.0,1.0769230769230769
Rooms and bed space available,"Qurum, Muscat•",1,1.0,23.0,10.0,2.3
مطلوب شقه ارضيه,"Salalah, Dhofar•",2,2.0,,200.0,
2 BHK in Al Qururm with Electricty and Water Opposite Rose garden,"Qurum, Muscat•",2,2.0,275.0,110.0,2.5
Al kuwair -1BHK,"Al Khuwair, Muscat•",1,1.0,125.0,35.0,3.5714285714285716
Juman 1 appartement,"The Wave (Almouj), Muscat•",4,4.0,1200.0,151.0,7.947019867549669
kids Salon,"Qurum, Muscat•",2,,10.0,54.0,0.18518518518518517
فيلا فاخرة للايجار اليومي,"Salalah, Dhofar•",3,3.0,100.0,600.0,0.16666666666666666
للإيجار اليومي – فلة راقية في عوقد | حي المروج,"Salalah, Dhofar•",7,7.0,130.0,800.0,0.1625
شقة ستوديو الوطية شارع الوكالات,"Muscat - Other, Muscat•",1,1.0,150.0,80.0,1.875
Searching for a shared room / bed space,"Liwa, Al Batinah•",0,0.0,25.0,10.0,2.5
one bedroom flat  (Studio) Wattayah,"Muscat - Other, Muscat•",1,1.0,150.0,80.0,1.875
House shiffting service all Muscat oman and Dubai to oman Muscat,"Nizwa, Al Dakhiliya•",3,3.0,75.0,98.0,0.7653061224489796
House shiffting professional carpenter service,"Sohar, Al Batinah•",3,3.0,75.0,98.0,0.7653061224489796
شقة مفروشة باربع غرف نوم بسعر 45 ريال,"Salalah, Dhofar•",3,3.0,50.0,225.0,0.2222222222222222
House shiffting service all  oman Muscat and oman to Dubai,"Al Ghubrah, Muscat•",5,5.0,105.0,65.0,1.6153846153846154
House shiffting professional carpenter service,"Al Maabilah, Muscat•",4,4.0,110.0,95.0,1.1578947368421053
بيت  للإيجار,"Al Buraimi, Al Buraimi•",6,6.0,200.0,300.0,0.6666666666666666
TOWNHOUSE IN HWANA SALALAH FOR RENTتاون هاوس,"Salalah, Dhofar•",2,2.0,50.0,75.0,0.6666666666666666
New Villa For Rent,"Al Amarat, Muscat•",8,8.0,500.0,327.0,1.529051987767584
Spacious 1BHK Apartment for Rent in Muscat Prime Location Great,"Madinat As Sultan Qaboos, Muscat•",1,1.0,180.0,100.0,1.8
شاليه The deer مكان للاستجمام لك ولعائلتك عرض الصيف 65 ريال ايام اسبوع,"Barka, Al Batinah•",5,5.0,65.0,1200.0,0.05416666666666667
1 room for  rent. Filipino only,"Azaiba, Muscat•",1,1.0,120.0,20.0,6.0
شعبيه قلعه العوامر ازكي محافظه الداخليه,"Izki, Al Dakhiliya•",1,1.0,13.0,20.0,0.65
Bed space available for Pakistani 28 rial all free,"Al Khoud, Muscat•",1,1.0,30.0,500.0,0.06
Bedspace executive Indian bachelor - الغرفة متاحة فقط للملاباري,"Al Khoud, Muscat•",1,1.0,30.0,50.0,0.6
bed space available in souq alkhod water electricity wifi all free 28,"Al Khoud, Muscat•",1,1.0,30.0,500.0,0.06
Bath attached room available - فقط للملاباري,"Al Khoud, Muscat•",1,1.0,60.0,50.0,1.2
ارض سكني تجاري للايجار و الاستثمار بركاء,"Barka, Al Batinah•",2,,300.0,619.0,0.48465266558966075
OFFICE SPACE FOR RENT,"Mutrah, Muscat•",2,,150.0,10.0,15.0
عقود ايجار مؤقته تجاري/ سكني,"Bosher, Muscat•",2,,80.0,300.0,0.26666666666666666
"Monthly, Weekly and Daily Furnished Room in Muscat in Al Khoud","Al Khoud, Muscat•",1,1.0,10.0,30.0,0.3333333333333333
Lovely townhouse for RENT in Qurum,"Qurum, Muscat•",4,4.0,500.0,325.0,1.5384615384615385
وحدات سكنيه للايجار بمسقط وشقق وغرف,"Azaiba, Muscat•",1,1.0,180.0,60.0,3.0
غرفه نظيفه للإيجار اليومي,"Salalah, Dhofar•",1,1.0,24.0,100.0,0.24
or rent industrial land in Rusayl,"Al Rusayl, Muscat•",2,,600.0,750.0,0.8
شقة ٣ غرف مفروشة للايجار يوميا ريال 30 furnished 3 room apartment rent,"Salalah, Dhofar•",3,3.0,50.0,300.0,0.16666666666666666
غرفة مفروشة للايجار يوميا15 rial  furnished room for  daily Rent,"Salalah, Dhofar•",1,1.0,50.0,80.0,0.625
"Villa for rent , daily price is 25 rial","Salalah, Dhofar•",3,3.0,50.0,130.0,0.38461538461538464
Studio Apartment fully furnished for non cooking bachelor,"Azaiba, Muscat•",1,1.0,160.0,170.0,0.9411764705882353
Banner#f01 :Luxurious 1 BHK flat in Muscat Hills for rent,"Muscat Hills, Muscat•",2,2.0,430.0,80.0,5.375
سكن وغرف مشتركة في المعبيلة,"Al Maabilah, Muscat•",1,1.0,30.0,20.0,1.5
I want family room,"Al Amarat, Muscat•",1,1.0,70.0,50.0,1.4
فيلا خمس غرف للايجار اليومي بمنطقة صحلنوت,"Salalah, Dhofar•",5,5.0,90.0,2500.0,0.036
For rent  للإيجار,"Al Ghubrah, Muscat•",3,3.0,500.0,350.0,1.4285714285714286
غرفة  وحمام في الغبرة الجنوبية Southern Ghubrah room and,"Muscat - Other, Muscat•",1,1.0,150.0,40.0,3.75
female bed space ladies room,"Al Ghubrah, Muscat•",1,1.0,50.0,100.0,0.5
office space for rent,"Al Ghubrah, Muscat•",2,,65.0,100.0,0.65
مكتب جاهز للايجار,"Qurum, Muscat•",2,,660.0,110.0,6.0
Shops Ruwi Souq Prime Location محلات سوق روي موقع مميز,"Ruwi, Muscat•",2,,750.0,57.0,13.157894736842104
Furnished Room for Indians Only,"Ghala, Muscat•",1,1.0,130.0,250.0,0.52
"For monthly and daily rent, bad in shared room All inclusive services.","Al Khuwair, Muscat•",2,2.0,35.0,100.0,0.35
daily or month rent shared For girls and employees Inmiddle Al-Maha St,"Bosher, Muscat•",3,3.0,40.0,95.0,0.42105263157894735
"daily and monthly rent, shared rooms,master and single, AlMaha Street","Al Khuwair, Muscat•",1,1.0,120.0,60.0,2.0
سرير للايجار بغرفة ثلاثي,"Al Khoud, Muscat•",1,1.0,40.0,40.0,1.0
شاليه الميثا,"Al Maabilah, Muscat•",2,2.0,55.0,200.0,0.275
شمال عوقد,"Salalah, Dhofar•",1,1.0,20.0,15.0,1.3333333333333333
NO CONTRACT Fully Furnished 2 BHK Flat in Falaj Sohar near KFC,"Sohar, Al Batinah•",2,2.0,190.0,55.0,3.4545454545454546
Shop and rooms  for rent in Misfah Muscat,"Misfah, Muscat•",2,,80.0,60.0,1.3333333333333333
luxury vilaa for rent فيلا فاخرة وراقية للإيجار,"Al Sifah, Muscat•",4,4.0,150.0,1200.0,0.125
HDEP pipe welding machine for rent,"Misfah, Muscat•",2,,1000.0,10.0,100.0
عدونب,"Salalah, Dhofar•",4,4.0,80.0,600.0,0.13333333333333333
Shell & core elegant office space in Qurm.,"Qurum, Muscat•",2,,1200.0,210.0,5.714285714285714
villa for rent in Muttrah Cornaish,"Mutrah, Muscat•",2,2.0,190.0,60.0,3.1666666666666665
Room for executive,"Al Khuwair, Muscat•",1,1.0,150.0,12.0,12.5
prime location apartment,"Al Seeb, Muscat•",2,2.0,300.0,65.0,4.615384615384615
Investment oppurtunity,"Al Sinainah, Al Buraimi•",2,,1000.0,10507.0,0.09517464547444561
Spacious Room for rent,"Al Wadi Al Kabir, Muscat•",1,1.0,75.0,50.0,1.5
Room for rent in Al khuwair south,"Al Khuwair, Muscat•",1,1.0,90.0,10.0,9.0
للإيجار ارض صناعيه مسوره للتواصل 99256919,"Suwaiq, Al Batinah•",2,,200.0,1150.0,0.17391304347826086
warehouse ( store )for rent in south algubrah in the besment,"Al Ghubrah, Muscat•",2,,50.0,40.0,1.25
2BHK Apartment for Rent in Bousher,"Bosher, Muscat•",2,2.0,270.0,80.0,3.375
The links one bedroom apartment for rent,"Al Seeb, Muscat•",2,2.0,325.0,68.0,4.779411764705882
shop in Mabaila محل بالمعبيلة,"Al Maabilah, Muscat•",2,,89.0,35.0,2.5428571428571427
شقة صلاله نظيفه وواسعه للايجار اليومي,"Salalah, Dhofar•",2,2.0,50.0,10.0,5.0
محل للايجار في منطقة الجفنين,"Al Rusayl, Muscat•",2,,70.0,24.0,2.9166666666666665
beautiful gardan in barka for rent,"Barka, Al Batinah•",5,5.0,60.0,130.0,0.46153846153846156
Sharing room for rent only filipina lady,"Al Hail, Muscat•",1,1.0,55.0,80.0,0.6875
2 Shops In Heart Of Ruwi Market محلين في قلب سوق روي,"Ruwi, Muscat•",2,,250.0,11.5,21.73913043478261
طاقة قريب دربات,"Taqah, Dhofar•",6,6.0,110.0,350.0,0.3142857142857143
غرف للايجار,"Taqah, Dhofar•",1,1.0,30.0,60.0,0.5
sharing room bed space 25 omr ruwi,"Ruwi, Muscat•",1,1.0,40.0,50.0,0.8
غرفة رخيصة للإيجار في خريف صلالة,"Salalah, Dhofar•",5,5.0,50.0,50.0,1.0
cheap and best room for rent salalah khareef,"Salalah, Dhofar•",1,1.0,50.0,50.0,1.0
بالخوير-غرفة كبيرة بحمام- تصلح لـ 3 أو 4 أصدقاء-للإيجار الشهري,"Al Khuwair, Muscat•",1,1.0,150.0,50.0,3.0
غرفة نوم وحمام في السعادة الجنوبيه,"Salalah, Dhofar•",1,1.0,20.0,25.0,0.8
شقة الإيجار في السعادة الجنوبيه,"Salalah, Dhofar•",3,3.0,65.0,100.0,0.65
flat for rent in elkhwair all furniture,"Al Khuwair, Muscat•",1,1.0,250.0,65.0,3.8461538461538463
flat 1bhk in elkhwair with new furniture and included all bills,"Al Khuwair, Muscat•",1,1.0,280.0,70.0,4.0
أرض صناعية الملدة للإجار او الإستثمار من الماالك,"Suwaiq, Al Batinah•",2,,150.0,1000.0,0.15
a shop for rent locates on Ansab/Muscat expressway first line (38 m² ),"Ansab, Muscat•",2,,260.0,38.0,6.842105263157895
A commodation 4 staff  : 3 studio flats +2seprate rooms with bathrooms,"Ruwi, Muscat•",5,5.0,300.0,200.0,1.5
مطلوب مأجرين عمانين طلاب او موظفين فقط,"Al Ghubrah, Muscat•",1,1.0,,20.0,
استوديو سكني فاخر في منتجع هوانا صلالة,"Salalah, Dhofar•",1,1.0,55.0,60.0,0.9166666666666666
شقه غرفتين وصاله ومطبخ وحمامين للإيجار يومي,"Salalah, Dhofar•",2,2.0,2500.0,100.0,25.0
شقة جديدة في مركز عبري,"Ibri, Al Dhahirah•",2,2.0,120.0,85.0,1.411764705882353
for run 18:7:2025,"Azaiba, Muscat•",1,1.0,120.0,25.0,4.8
room for rent,"Al Hamriyah, Muscat•",1,1.0,95.0,400.0,0.2375
Shear Room For Rent,"Ghala, Muscat•",1,1.0,65.0,180.0,0.3611111111111111
Big single room available in ghala,"Ghala, Muscat•",2,2.0,110.0,450.0,0.24444444444444444
صلاله عوقد,"Salalah, Dhofar•",3,3.0,1111.0,150.0,7.406666666666666
بركة الباطنة صومحان شمالية,"Barka, Al Batinah•",3,3.0,380.0,600.0,0.6333333333333333
Room for Rent Amarat,"Al Amarat, Muscat•",1,1.0,60.0,30.0,2.0
Room for rent with attached bathroom,"Al Ghubrah, Muscat•",1,1.0,120.0,100.0,1.2
غرف للايجار اليومي,"Al Maabilah, Muscat•",7,7.0,10.0,600.0,0.016666666666666666
غرف نوم مفروشة للايجار اليومي بالمعبيلة,"Al Maabilah, Muscat•",7,7.0,10.0,600.0,0.016666666666666666
السعاده الشماليه,"Salalah, Dhofar•",1,1.0,15.0,12.0,1.25
"amazing penthouse FREE internet, Teracce","Azaiba, Muscat•",2,2.0,560.0,170.0,3.2941176470588234
Executive Bachelor Accommodation,"Al Hamriyah, Muscat•",1,1.0,70.0,16.0,4.375
استراحة للايجار,"Qurayyat, Muscat•",2,2.0,100.0,400.0,0.25
"Room for Rent in Azaiba, 18 November street","Azaiba, Muscat•",1,1.0,80.0,10.0,8.0
very big room for Indian family near city center for family only,"Al Mawaleh, Muscat•",1,1.0,95.0,300.0,0.31666666666666665
غرفه كبيره لعائله,"Salalah, Dhofar•",1,1.0,25.0,70.0,0.35714285714285715
استراحة المسك,"Barka, Al Batinah•",4,4.0,80.0,4500.0,0.017777777777777778
غرفتين صلاله الجديده,"Salalah, Dhofar•",1,1.0,3000.0,50.0,60.0
bed space available 22 omr only,"Sohar, Al Batinah•",1,1.0,22.0,10.0,2.2
ROOM FOR RENT,"Ruwi, Muscat•",1,1.0,50.0,60.0,0.8333333333333334
single room for working lady with attached bathroom fully furnished,"Al Ghubrah, Muscat•",1,1.0,100.0,20.0,5.0
شقق للايجار بقلب صحار قمة في النظافة وبسعر خيالي,"Sohar, Al Batinah•",3,3.0,190.0,100.0,1.9
sharing flat for family,"Mutrah, Muscat•",1,1.0,60.0,50.0,1.2
شقة للإيجار,"Bosher, Muscat•",3,3.0,450.0,122.0,3.6885245901639343
Room Stodio furnished,"Al Khuwair, Muscat•",1,1.0,120.0,260.0,0.46153846153846156
محلات تجارية,"Bosher, Muscat•",2,,250.0,110.0,2.272727272727273
Studio Flat,"Al Khuwair, Muscat•",1,1.0,120.0,260.0,0.46153846153846156
FURNISHED ROOM FOR RENT- 6 Month's( Looking Only For Malayali Couple ),"Ruwi, Muscat•",1,1.0,120.0,15.0,8.0
Unfurnished Bedroom with a Toilet,"Al Khoud, Muscat•",1,1.0,80.0,45.0,1.7777777777777777
Room for rent 70 RO,"Al Hail, Muscat•",0,0.0,70.0,10.0,7.0
Room for Rent near Fathima Al Ghubra south,"Ghala, Muscat•",1,1.0,120.0,12.0,10.0
الموج,"The Wave (Almouj), Muscat•",2,2.0,650.0,100.0,6.5
room for rent,"Al Khuwair, Muscat•",0,0.0,110.0,25.0,4.4
شقة مفروشة للإيجار اليومي ٢٠ ريال صلالة الجديدة,"Salalah, Dhofar•",2,2.0,1111.0,100.0,11.11
صلالة,"Salalah, Dhofar•",1,1.0,50.0,30.0,1.6666666666666667
VIP Bed Speces available for male bachelor.,"Sohar, Al Batinah•",1,1.0,30.0,14.0,2.142857142857143
غرفه وحمام ومطبخ,"Salalah, Dhofar•",1,1.0,12.0,355.0,0.03380281690140845
Land with 5 Shops Available for Rent,"Al Duqum, Al Wusta•",2,,50.0,1500.0,0.03333333333333333
1 room for rent at OMR 100/-,"Bosher, Muscat•",1,1.0,100.0,50.0,2.0
فيلا فاخرة للإيجار في هافانا صلالة. villa for rent in Havana salalah,"Salalah, Dhofar•",2,2.0,190.0,1000.0,0.19
Room for Rent at near Quram Natural park,"Qurum, Muscat•",1,1.0,85.0,17.0,5.0
استراحة مودرن جديدة للإيجار في أتين - صلالة,"Salalah, Dhofar•",2,2.0,90.0,400.0,0.225
Coffee Shop for Immediate Sale,"Al Maabilah, Muscat•",2,,2200.0,33.0,66.66666666666667
family building for rent,"Al Mawaleh, Muscat•",1,1.0,110.0,45.0,2.4444444444444446
شقة فاخرة للايجار في بوشر خلف نادي بوشر بسعر مميز,"Bosher, Muscat•",2,2.0,230.0,80.0,2.875
العامرات المنطقة الرابعه,"Al Amarat, Muscat•",3,3.0,130.0,150.0,0.8666666666666667
1BHK Luxury Fully Furnished Apartment in Muscat Hills,"Muscat Hills, Muscat•",2,2.0,400.0,80.0,5.0
2 rooms fkat in North Hail,"Al Hail, Muscat•",2,2.0,110.0,95.0,1.1578947368421053
شقق فخمة لإيجار,"Salalah, Dhofar•",2,2.0,50.0,100.0,0.5
شقه فندقيه فالمعبيله لأيجار اليومي,"Al Maabilah, Muscat•",2,2.0,50.0,96.0,0.5208333333333334
Room for Rent,"Ruwi, Muscat•",1,1.0,80.0,15.0,5.333333333333333
1Bedroom flat in Ruwi Wadi Audai,"Ruwi, Muscat•",1,1.0,65.0,65.0,1.0
استوديو للاجار في منطقة سندان الصناعيه في حلبان,"Al Maabilah, Muscat•",1,1.0,70.0,36.0,1.9444444444444444
بركا -الباطنه,"Barka, Al Batinah•",2,2.0,100.0,100.0,1.0
Very big Bedroom with separate bathroom,"Al Khuwair, Muscat•",1,1.0,110.0,10.0,11.0
محل خلو في الغبره جنب فندق المها,"Al Ghubrah, Muscat•",2,,15000.0,25.0,600.0
new room for rent 110 OMR,"Al Ghubrah, Muscat•",1,1.0,110.0,12.0,9.166666666666666
فلة جديدة للأيجار في الخريف,"Salalah, Dhofar•",7,7.0,130.0,600.0,0.21666666666666667
Single room attached bathroom sharing kitchen for rent rumais location,"Barka, Al Batinah•",1,1.0,55.0,22.0,2.5
عقارات للايجار,"Muscat - Other, Muscat•",2,,100.0,200.0,0.5
غرفه مستقله للايجار,"Salalah, Dhofar•",1,1.0,15.0,20.0,0.75
Flat for rent Darsait,"Darsait, Muscat•",3,3.0,210.0,85.0,2.4705882352941178
شقة مفروشة للايجار اليومي ب25 ريال,"Salalah, Dhofar•",3,3.0,50.0,111.0,0.45045045045045046
bed space near panorama mall and mall of Oman,"Al Ghubrah, Muscat•",1,1.0,35.0,140.0,0.25
Bed Space available for Keralite From Aug 01,"Al Ghubrah, Muscat•",1,1.0,60.0,50.0,1.2
محل خلفي للايجار في المعبيلة 7,"Al Maabilah, Muscat•",2,,85.0,18.0,4.722222222222222
محلات تجاريه للاجار,"Al Maabilah, Muscat•",2,,300.0,17.0,17.647058823529413
2 bhk appartmebt for rent,"Ghala, Muscat•",2,2.0,450.0,110.0,4.090909090909091
بيت الايجار,"Saham, Al Batinah•",2,2.0,90.0,80.0,1.125
Room for rent,"Al Amarat, Muscat•",1,1.0,95.0,10.0,9.5
Beautiful independent villa for rent in MQ,"Madinat As Sultan Qaboos, Muscat•",5,5.0,650.0,200.0,3.25
1 BHK Ground Floor Flat with Window ACat Al Khuwair Nr Sagar Polyclinc,"Al Khuwair, Muscat•",1,1.0,170.0,90.0,1.8888888888888888
Single room available rent for an appartment:Rent:55,"Nizwa, Al Dakhiliya•",1,1.0,50.0,230.0,0.21739130434782608
room for rent near mall of Muscat,"Al Maabilah, Muscat•",1,1.0,75.0,75.0,1.0
Bed space available for executive batchlers,"Al Maabilah, Muscat•",1,1.0,32.0,20.0,1.6
فله مستقله مع حوش في عوقد مربع ج,"Salalah, Dhofar•",3,3.0,60.0,600.0,0.1
"Room for rent,  attached bathroom.","Al Khuwair, Muscat•",1,1.0,100.0,12.0,8.333333333333334
صلالة السعادة الشمالية قريب سوبر ماركت البهجة,"Salalah, Dhofar•",1,1.0,15.0,20.0,0.75
Room family or Ladies For Rent in Azaiba,"Azaiba, Muscat•",1,1.0,130.0,80.0,1.625
Room for rent for Executive people's,"Al Amarat, Muscat•",1,1.0,90.0,30.0,3.0
Sharing Room for Executive Bechalor,"Ruwi, Muscat•",2,2.0,100.0,150.0,0.6666666666666666
Room for rent,"Azaiba, Muscat•",1,1.0,130.0,100.0,1.3
Room for rent,"Al Khuwair, Muscat•",1,1.0,100.0,120.0,0.8333333333333334
غرف مفروشة للايجار الخوض السوق,"Al Khoud, Muscat•",1,1.0,125.0,35.0,3.5714285714285716
الشويميه  Shuimiah شاليه و شعبيه,"Shalim and The Hallaniyat Island, Dhofar•",3,3.0,50.0,180.0,0.2777777777777778
Full room and bed space,"Al Mawaleh, Muscat•",1,1.0,35.0,20.0,1.75
Office Space for Rent at Al Hail  مكتب للإيجار في الحيل الشمالية,"Al Hail, Muscat•",2,,290.0,91.0,3.1868131868131866
Room sharing for rent - csk restaurant building Ghala,"Ghala, Muscat•",1,1.0,120.0,10.0,12.0
One month room rent,"Ruwi, Muscat•",1,1.0,80.0,12.0,6.666666666666667
Single Room attached bath Room for Ren  97634556 cont numbert,"Barka, Al Batinah•",1,1.0,80.0,20.0,4.0
اجار يومي فلة صلالة / السعادة الشمالية,"Salalah, Dhofar•",5,5.0,100.0,230.0,0.43478260869565216
2 Bhk Apartment For Rent in bawsher,"Bosher, Muscat•",2,2.0,235.0,75.0,3.1333333333333333
bed space available for Panjabi people only 20rial Al guvrah,"Al Ghubrah, Muscat•",1,1.0,20.0,50.0,0.4
Ladeis bed spice,"Ghala, Muscat•",2,2.0,55.0,400.0,0.1375
single room in a villa,"Ruwi, Muscat•",1,1.0,80.0,565555.0,0.0001414539699940766
الخوير خلف مدرسه الخوير مقابل زاخر مول,"Al Khuwair, Muscat•",1,1.0,160.0,50.0,3.2
bad space available,"Al Ghubrah, Muscat•",1,1.0,30.0,44.0,0.6818181818181818
شقة مفروشة للايجار اليومي,"Haima, Al Wusta•",1,1.0,50.0,120.0,0.4166666666666667
Bed space for rent in azaiba what's app only,"Azaiba, Muscat•",1,1.0,30.0,60.0,0.5
شقق مفروشة للايجار اليومي في السعادة,"Salalah, Dhofar•",3,3.0,50.0,100.0,0.5
صلالة,"Salalah, Dhofar•",3,3.0,60.0,350.0,0.17142857142857143
شقة للايجار من ٣ غرف في المعبيلة على خط شارع النور,"Al Maabilah, Muscat•",3,3.0,170.0,110.0,1.5454545454545454
