property_name,location,bedrooms,bathrooms,price,size
2bhk flat in mbd (B2023),"Ruwi, Muscat•",2,2,200,107.0
The Cube Building - Amerat,"Al Amarat, Muscat•",2,,350,450.0
Villa for rent ( Stand Alone),"Al Mawaleh, Muscat•",8,8,700,500.0
Beautiful 5BR Complex Villa for Rent in Bausher al Muna,"Bosher, Muscat•",6,6,650,300.0
ADV929** 6bhk Brand new complex located in a prime location in the Qur,"Qurum, Muscat•",6,6,1000,450.0
ADV928** 5BHK+maid؛ villa in a complex located al shatti qurum,"Qurum, Muscat•",5,5,700,450.0
250sqm Partiotions office for rent in ghala,"Ghala, Muscat•",2,,1500,250.0
ADA011**Duplex plus Maid for rent in Madinat Sutan qabus,"Madinat As Sultan Qaboos, Muscat•",3,3,700,300.0
ADV**928 Beachfront 3bhk +Study villa for rent in Shatti Qurum,"Qurum, Muscat•",5,5,1800,350.0
ADV**912 Beachfront 4bhk+Study villa for rent in Shatti Qurum,"Qurum, Muscat•",5,5,2600,648.0
Apartment for Rent in Bawshar - شقة للايجار في بوشر,"Bosher, Muscat•",2,2,400,60.0
AL GHUBRAH NORTH | EXCELLENT 2+1 BR FLAT,"Al Ghubrah, Muscat•",2,2,425,105.0
ADV1201** Stunning 5+1 Bedroom (UN FURNISHED) Villa in The Wave – Just,"The Wave (Almouj), Muscat•",6,6,1800,400.0
ADV927**Brand new 3BHK+Maid villa for rent in qurum heights,"Qurum, Muscat•",3,3,1200,350.0
"Murooj Al Zain – Salalah’s Hidden Gem, 3 Bedroom Apartment","Salalah, Dhofar•",3,3,80,100.0
25sqm Shops in AlMisfah for rent first line(B225),"Misfah, Muscat•",2,,80,25.0
BARR AL JISSAH | LUX FURNISHED 4+1 BR VILLA - RESORT LIVING,"Barr Al Jissah, Muscat•",5,5,1599,265.0
Pearl Muscat - Muscat Hiils,"Muscat Hills, Muscat•",2,2,425,75.0
Park View - Al Qurum,"Qurum, Muscat•",2,2,425,120.0
AMAZING FURNISHED 1 BHK APARTMENT FOR COUPLES,"Al Ghubrah, Muscat•",1,1,330,85.0
QURUM | 2 BEDROOM APARTMENT,"Qurum, Muscat•",2,2,220,105.0
For Rent – Spacious Luxury Villa in Qurum,"Qurum, Muscat•",6,6,600,300.0
شقه للايجار للعوائل في غلا شارع الجامع الاكبر,"Ghala, Muscat•",3,3,300,120.0
شقة للايجار فى بوشر قريبة من مطعم الضيعة اللبنانى 2BHK FORT RENT,"Bosher, Muscat•",2,2,220,100.0
Villa for Rent in Bawshar - فيلا للايجار في بوشر,"Bosher, Muscat•",6,6,550,80.0
Villa for Rent in Mabela - شقة للايجار في المعبيله,"Al Maabilah, Muscat•",5,5,550,70.0
Apartment for Rent in Mattrah - شقة للايجار في مطرح,"Mutrah, Muscat•",2,2,250,50.0
SEA VIEW OFFICE SPACE FOR RENT - AZAIBA !,"Azaiba, Muscat•",2,,750,89.0
BRAND NEW HYBRID OFFICE SPACES FOR RENT - QURUM!,"Qurum, Muscat•",2,,250,15.0
BEAUTIFUL 2 BR APARTMENT AVAILABLE FOR RENT IN AL MOUJ,"The Wave (Almouj), Muscat•",2,2,700,120.0
Commercial-use Villa in One of the Best Locations in Al Khuwair South,"Al Khuwair, Muscat•",6,6,1100,615.0
Luxurious Brand-New 5+1 BR villa available for rent in Madinat Al-Il,"Madinat As Sultan Qaboos, Muscat•",7,7,1300,500.0
Office for Rent in Al Khuwair,"Al Khuwair, Muscat•",2,,600,190.0
FOR RENT Luxury Villa! Located in MADINAT AL ILLAM,"Madinat As Sultan Qaboos, Muscat•",5,5,700,300.0
For Rent – Luxurious & Unique Villa in Al Mouj,"The Wave (Almouj), Muscat•",5,5,1900,600.0
BRAND-NEW 3 BR VILLAS AVAILABLE FOR RENT,"Bosher, Muscat•",4,4,700,299.0
Beautiful 4 BR Compound Villa Available for Rent in Al Qurum,"Qurum, Muscat•",5,5,1800,500.0
محلات للايجار في بازار صحار على الشارع العام وقريب جسر صحار,"Al Khoud, Muscat•",2,,300,20.0
Shops in Al Khoudh main Street next to high brand cafes and restaurant,"Al Khoud, Muscat•",2,,1000,120.0
Fully furnished office space for one person at Muscat Hills,"Muscat - Other, Muscat•",2,,209,10.0
Fully furnished office space for two persons in Muscat Hills,"Muscat Hills, Muscat•",2,,299,10.0
"Office Membership available in MUSCAT, Al Mawaleh","Qurum, Muscat•",2,,109,10.0
"Private office space for 1 person in MUSCAT, Hormuz Grand","Muscat Hills, Muscat•",2,,225,10.0
"Ready-to-move in Office space for 2  people at Muscat, Al Khuwair","Al Khuwair, Muscat•",2,,250,120.0
"Private office space for 3 persons in Muscat, Roola District","Ghala, Muscat•",2,,385,15.0
"Find office space in Muscat, Roola District for 2 persons","Ghala, Muscat•",2,,281,10.0
"Private office space for 5 persons in Sohar, Sohar City Centre","Sohar, Al Batinah•",2,,555,30.0
"Open plan office space for 15 persons in Sohar, Sohar City Centre","Sohar, Al Batinah•",2,,1005,100.0
"Open plan office space for 10 persons in Sohar, Sohar City Centre","Sohar, Al Batinah•",2,,809,45.0
"Private office space for 4 persons in Sohar, Sohar City Centre","Sohar, Al Batinah•",2,,480,20.0
"Private office space for 3 persons in Sohar, Sohar City Centre","Sohar, Al Batinah•",2,,329,15.0
"Private office space for 2 persons in Sohar, Sohar City Centre","Sohar, Al Batinah•",2,,196,10.0
"Fully serviced private office space in MUSCAT, Beach One","Muscat - Other, Muscat•",2,,249,10.0
"Furnished office space in Muscat, Pearl Square for 4 persons","Muscat Hills, Muscat•",2,,429,20.0
"Join a professional coworking environment in Muscat Hill, Pearl Square","Muscat Hills, Muscat•",2,,109,10.0
"All-inclusive access to coworking in Muscat, Pearl Square","Muscat Hills, Muscat•",2,,109,10.0
Fully serviced office space for you and your team at Qurum,"Qurum, Muscat•",2,,299,60.0
Furnished office space for 6 persons in MAWALEH,"Al Mawaleh, Muscat•",2,,519,75.0
"Coworking space in MUSCAT, Shatti Al Qurum","Qurum, Muscat•",2,,130,10.0
"Work in MUSCAT, Al Khuwair  or anywhere else in our global network","Al Khuwair, Muscat•",2,,89,10.0
FULLY SERVICED PRIVATE OFFICE SPACES FOR RENT - AL KHUWAIR !!,"Al Khuwair, Muscat•",2,,225,10.0
"Open plan office space for 15 persons in Muscat, Roola District","Ghala, Muscat•",2,,1243,100.0
"Open plan office space for 10 persons in Muscat, Roola District","Ghala, Muscat•",2,,997,45.0
"Private office space for 5 persons in Muscat, Roola District","Ghala, Muscat•",2,,716,30.0
"Private office space for 4 persons in Muscat, Roola District","Ghala, Muscat•",2,,527,20.0
PRIVATE OFFICE SPACES FOR RENT - AL KHUWAIR !!,"Al Khuwair, Muscat•",2,,225,10.0
"Unlimited office access in Bait Eteen, Al Khuwair","Al Khuwair, Muscat•",2,,250,10.0
"Open plan office space for 15 persons in Muscat, Pearl Square","Muscat Hills, Muscat•",2,,1297,100.0
"Private office space for 1 person in Muscat, Pearl Square","Muscat Hills, Muscat•",2,,215,10.0
Premium flexible workspace for 3 at prestigious location of Al Mawaleh,"Al Mawaleh, Muscat•",2,,339,11.0
BRILLIANT townhouse available for rent in Al Qurum,"Qurum, Muscat•",5,5,770,250.0
Sea Side Villa is located in a compound in Al Hail North Golden Squar,"Al Hail, Muscat•",7,7,755,400.0
RV67 - LUX BRAND NEW 5BHK VILLA IN AZAIBAH FOR RENT NEAR THE BEACH,"Azaiba, Muscat•",6,6,1000,450.0
2 Bedrooms Apartment With Beautiful Ocean View,"The Wave (Almouj), Muscat•",3,3,800,125.0
EXCELLENT 2 BR FLAT IN AL KHUWAIR,"Al Khuwair, Muscat•",2,2,280,105.0
Fully Fitted Office Space for Transfer – Qurum,"Qurum, Muscat•",2,,2600,240.0
146 SQM Modern Office Space at Muscat Hills,"Muscat Hills, Muscat•",2,,1100,146.0
SR--AM-860 Villa For Rent In Azaiba/ فيلا للايجار في العذيبة,"Azaiba, Muscat•",6,6,550,250.0
SR--MO-942 Villa for rent in Al ansab .,"Ansab, Muscat•",8,8,600,450.0
AL MOUJ | SPACIOUS 3 BHK APARTMENT FOR RENT,"The Wave (Almouj), Muscat•",3,3,950,135.0
For Rent: Commercial Office in Bousher,"Bosher, Muscat•",2,,420,76.0
Beautiful 5 BR townhouse available for rent in Bawshar Heights,"Bosher, Muscat•",6,6,550,300.0
Hotel-Style Apartment for Rent – Branded Residences,"The Wave (Almouj), Muscat•",3,3,1700,233.21
3+1 BHK APARTMENT IN Gubrah (SUBG),"Al Ghubrah, Muscat•",4,4,600,150.0
2 BHK apartment in jasmine complex (DISG),"Al Khuwair, Muscat•",2,2,390,120.0
"""SR-JV-495  Villa to let In al seeb  ""","Al Seeb, Muscat•",5,5,550,250.0
"""SR--DM-854   Villa for Rent – North Al Hail فيلا فاخرة للإيجار بالحيل","Al Hail, Muscat•",5,5,825,300.0
SR--SO-943 Villa for rent in Al Ansab heights.,"Ansab, Muscat•",7,7,450,400.0
"""SR-FM-464 Pant house for rent in alhail north","Al Hail, Muscat•",4,4,600,170.0
SR--ZW-908 Villa for rent in almawaleh north,"Al Mawaleh, Muscat•",9,9,700,550.0
4 BR lake view villa for rent in Muscat Bay,"Qantab, Muscat•",5,5,1300,500.0
ADV408**Luxurious Standalone Villa for Rent – Fully Furnished,"Al Hail, Muscat•",4,4,900,450.0
BRAND-NEW 3 BR VILLAS AVAILABLE FOR RENT,"Bosher, Muscat•",4,4,700,300.0
Offices available for rent in prime locations in Al Azaiba,"Azaiba, Muscat•",2,,1500,300.0
2 Bedrooms Apartment for Rent in Almouj Muscat Marina Views,"The Wave (Almouj), Muscat•",2,2,900,154.0
93 SQM Office Space FOR RENT Bausher near Al Ameen Mosque MPC28-B,"Bosher, Muscat•",2,,5115,93.0
Spacious Offices FOR RENT in Ghala Airport Heights MPC07,"Ghala, Muscat•",2,,63849,213.0
MADINAT SULTAN QABOOS | MODERN HIGH QUALITY 6+2BEDROOM LUXURIOUS VILLA,"Madinat As Sultan Qaboos, Muscat•",9,9,2199,700.0
ADV925** 3bhk + maid's villa for rent in complex located in qurum heig,"Qurum, Muscat•",3,3,550,300.0
Brand new villa for rent in Madinat sultan qabus,"Madinat As Sultan Qaboos, Muscat•",6,6,1800,400.0
ADV101*5BHK+Maid twin villa for rent in seeb sur al hadid,"Al Seeb, Muscat•",6,6,475,375.0
ADA010*2BHK+Maid apartement for rent in Madinat sultan,"Madinat As Sultan Qaboos, Muscat•",3,3,650,130.0
93 sqm luxury office in mabila free wifi,"Al Maabilah, Muscat•",2,,200,95.0
2bhk in alhail free wifi (family only),"Al Hail, Muscat•",3,3,180,100.0
1bhk darsait near ISM school free wifi,"Darsait, Muscat•",1,1,130,90.0
PENTHOUSE FURNISHED 2 BHK FLAT WITH LARGE BALCONY,"Al Ghubrah, Muscat•",2,2,400,105.0
"""SR-NM-806  Commercial Villa for Rent – Mazzoun Street.","Al Khoud, Muscat•",2,,2000,125.0
SR-MS--949 Fully furnished flat for rent in Bosher.,"Bosher, Muscat•",3,3,400,170.0
SR-BD-902 Villa for Rent in Mawaleh North/فيلا للايجار في الموالح,"Al Mawaleh, Muscat•",8,8,650,500.0
1 BHK APARTMENT IN GRAND MALL (SD23H),"Bosher, Muscat•",2,2,450,120.0
2 BHK apartment in Muscat Grand Mall (S27G),"Bosher, Muscat•",3,3,550,120.0
"Brand New 5 BHK Villa for Rent – MQ, Muscat","Madinat As Sultan Qaboos, Muscat•",6,6,1000,370.0
Exclusive Fully Serviced Office Spaces - Al Khuwair - Bait Eteen,"Al Khuwair, Muscat•",2,,250,12.0
"ADW03**Beautiful & Spacious 2 BHK Apartment for Rent – The Wave, Marsa","The Wave (Almouj), Muscat•",2,2,700,110.0
3 Bedroom Apartment for Rent in Al Mouj Muscat,"The Wave (Almouj), Muscat•",3,3,900,200.0
BRAND NEW 3 BR TOWNHOUSE IN AL MUNA BOUSHER,"Bosher, Muscat•",4,4,700,300.0
AL KHUWAIR | EXCELLENT 2 BHK FLAT FOR FAMILIES,"Al Khuwair, Muscat•",2,2,270,105.0
FULLY FURNISHED 1 BHK APARTMENT,"Al Ghubrah, Muscat•",1,1,300,85.0
FULLY FURNISHED 2 BR FLAT IN KHUWAIR (AVAILABLE SOON),"Al Khuwair, Muscat•",2,2,350,105.0
MADINAT SULTAN QABOOS | HIGH QUALITY 6+2 BEDROOM LUXURIOUS VILLA,"Madinat As Sultan Qaboos, Muscat•",9,9,1899,590.0
GHALA | 2200 SQM WAREHOUSE FOR RENT IN PRIME LOCATION,"Ghala, Muscat•",2,,3999,2200.0
QURM | PALATIAL 5+2 BR VILLA IN A PRIVATE COMPUND,"Qurum, Muscat•",8,8,2299,658.0
MADINAT QABOOS | MODERN 4+1 LUXURIOUS VILLA WITH PRIVATE POOL FOR RENT,"Madinat As Sultan Qaboos, Muscat•",7,7,1599,454.0
MADINAT AL ILAM | FULLY FURNISHED 5+1BR COMPOUND VILLA,"Madinat As Sultan Qaboos, Muscat•",8,8,1400,375.0
4 + 1 Maid’s Room Amazing Villa with Private Pool in Muscat Hills,"Muscat Hills, Muscat•",5,5,1350,689.0
1bhk in Bosher free WiFi (B264),"Bosher, Muscat•",2,2,200,80.0
2bhk near Al Mouj free WiFi (B173),"Al Mawaleh, Muscat•",3,3,250,100.0
1bhk in almasfah,"Misfah, Muscat•",2,2,100,70.0
AL MOUJ | AMAZING 3+1BR GHADEER COURTYARD VILLA,"The Wave (Almouj), Muscat•",4,4,1299,337.0
للايجار شقه جديده في موقع متميز في غلا شقه غرفه وصاله,"Ghala, Muscat•",2,2,220,75.0
ورشه ومركز صيانه للايجار في مسفاه بموقع مميز وحيوي work shop for Rent,"Misfah, Muscat•",2,,2000,1600.0
للإيجار – محلين تجاريين في الموالح الجنوبية 11 مقابل جهاز الضرائب,"Al Mawaleh, Muscat•",2,,325,74.0
للايجار شقة للعوائل في بوشر 1BHK FOR RENT,"Bosher, Muscat•",2,2,190,75.0
for rent open space offices and companies located in prime area Ghala,"Ghala, Muscat•",2,,800,350.0
شقه بموقع مميز في الغبرة الشمالية ( للمكاتب فقط) flat for office need,"Al Ghubrah, Muscat•",2,2,350,120.0
AL KHUWAIR | WELL MAINTAINED 2 BR FLAT,"Al Khuwair, Muscat•",2,2,280,105.0
Road Facing Showroom for Rent in Hamriya!,"Al Hamriyah, Muscat•",2,,2000,400.0
Modern 3+1 Villa for Rent – Qurum Heights,"Qurum, Muscat•",4,4,1200,200.0
Commercial Space for Rent in Al Khuwair – Special Discounted Rate!,"Al Khuwair, Muscat•",2,,1150,226.0
Road-Facing Commercial Space for Rent – Heart of Al Khuwair,"Al Khuwair, Muscat•",2,,2700,130.0
GHALA | 2200 SQM WAREHOUSE IN PRIME LOCATION,"Ghala, Muscat•",2,,4000,2200.0
Brand New 2 Bedroom Apartment in Almouj Muscat,"The Wave (Almouj), Muscat•",3,3,1100,146.0
2 Bedroom Apartment for Rent in Al Mouj,"The Wave (Almouj), Muscat•",2,2,700,136.0
BOUSHER | BRAND-NEW 3 BR VILLAS WITH POOL,"Bosher, Muscat•",4,4,850,300.0
one room in alkuwair free wifi,"Al Khuwair, Muscat•",1,1,130,30.0
GHUBRA  WELL MAINTAINED 2BHK APARTMENT - FREE WIFI,"Al Ghubrah, Muscat•",2,2,250,100.0
ADA056*3BHK apartement for rent in khuwair Jasmine complex,"Al Khuwair, Muscat•",4,4,550,120.0
Murooj Al Zain – Salalah’s Hidden Gem,"Salalah, Dhofar•",3,3,80,90.0
MADINAT AL ILAM | SPACIOUS 5+1 BR COMPOUND VILLA,"Madinat As Sultan Qaboos, Muscat•",6,6,900,500.0
BRAND NEW LUXURIOUS 5+1 BR VILLAS IN MADINAT QABOOS,"Madinat As Sultan Qaboos, Muscat•",7,7,1700,500.0
5+1  BR Spacious Modern Villa in Qurum,"Qurum, Muscat•",7,7,1250,499.0
A Premium Villa in a Gated Community in Madinat Sultan Qaboos,"Madinat As Sultan Qaboos, Muscat•",5,5,725,360.0
"ADC2808* 500 SQM Offices for rent in Ghubra north , 18 november street","Al Ghubrah, Muscat•",2,,2500,500.0
3bhk in wadi kabir with free WiFi (B656),"Al Wadi Al Kabir, Muscat•",2,2,220,105.0
*ADV707** 4+1BHK Villa for Rent in Bousher –Al Muna,"Bosher, Muscat•",5,5,600,310.0
"Office for Rent in Business Tower 1 , Muscat Hills","Muscat Hills, Muscat•",2,,1150,161.0
للايجار فيلا في بوشر هايتس - المنى,"Bosher, Muscat•",10,10,2500,1350.0
Spacious Branded apartment with direct beach access,"The Wave (Almouj), Muscat•",3,3,1700,195.0
Fully Furnished 1BHK Apartment at St Regis,"The Wave (Almouj), Muscat•",2,2,1350,143.0
villa for Rent,"Al Mawaleh, Muscat•",8,8,700,450.0
6 BR Stunning Villa in Bousher with Shared Pool,"Bosher, Muscat•",7,7,650,400.0
Prime Open Land & Yard for Rent in Jifnain,"Muscat - Other, Muscat•",2,,8000,10000.0
AL QURUM | PALATIAL 5+2 BR VILLA FOR RENT,"Qurum, Muscat•",8,8,2399,599.0
AL MOUJ | MARINA AND SEA VIEW 2 BHK APARTMENT IN JUMAN 2,"The Wave (Almouj), Muscat•",2,2,1299,115.0
AL MOUJ | BEAUTIFUL 2 BHK POOL VIEW APARTMENT FOR RENT,"The Wave (Almouj), Muscat•",2,2,750,105.0
AL MOUJ | GORGEOUS 2+2 BHK MARINA VIEW APARTMENT FOR RENT,"The Wave (Almouj), Muscat•",4,4,1199,135.0
BOSHER AL MUNA | BRAND NEW 3+1BR TOWNHOUSE WITH PRIVATE POOL FOR RENT,"Bosher, Muscat•",5,5,850,275.0
BARR AL JISSAH | LUXURIOUSLY FURNISHED 4+1 BR VILLA - RESORT LIVING,"Barr Al Jissah, Muscat•",5,5,1599,465.0
GHALA | 330 SQM BEAUTIFUL OFFICE SPACE IN PRIME LOCATION,"Ghala, Muscat•",2,,950,330.0
Commercial Spaces for Rent in Ghala |REF 559YB,"Ghala, Muscat•",2,,900,330.0
6 BR + Maid's Room Luxurious Villa in Al Ansab – Excellent Location,"Ansab, Muscat•",5,5,1000,620.0
مكتب للإيجار في بوشر – مساحة 105 متر مربع بموقع مميز بالقرب من عمان مو,"Bosher, Muscat•",2,,450,105.0
مكتب للإيجار في بوشر – موقع مميز على شارع المها,"Al Khuwair, Muscat•",2,,400,82.0
2 BR Incredible Brand New Marina View Apartment in Al Mouj – Juman 2,"The Wave (Almouj), Muscat•",3,3,1150,139.0
3 BR + Maid’s Room Furnished Commercial Villa in Al Hail - w/ Pool,"Al Hail, Muscat•",3,3,900,700.0
40 SQM Shop for Rent in Al Mawaleh,"Al Mawaleh, Muscat•",2,,420,40.0
"2 BR Furnished Apartment in MGM, Ghubra","Al Ghubrah, Muscat•",3,3,650,109.0
2 BR + 1 Maid’s Room Duplex Apartment in Madinat Sultan Qaboos,"Madinat As Sultan Qaboos, Muscat•",3,3,700,109.0
3 BR Elegant Apartment – Ruwi (1 Month Free),"Ruwi, Muscat•",3,3,400,251.0
2 BR Nice Apartment for Rent – CBD Near Sheraton,"Ruwi, Muscat•",2,2,260,109.0
1 BR Comfortable Apartment for Rent – Ruwi (Near OC Centre),"Ruwi, Muscat•",2,2,180,59.0
"350 SQM Office Space for Rent – Ruwi, CBD Area","Ruwi, Muscat•",2,,1050,350.0
3 + 1 Street-Facing Commercial Villa for Rent in the Heart of Qurm,"Qurum, Muscat•",2,,1350,332.0
Like new 2 BHK Apartment for rent on Ruwi Road Front,"Al Hamriyah, Muscat•",3,3,250,100.0
استوديو كبير غرفه وحمام ومطبخ مفروشه,"Qurum, Muscat•",1,1,270,160.0
3+1 BHK Spacious Villa for Rent in Madina Qaboos -PPV285,"Madinat As Sultan Qaboos, Muscat•",4,4,750,430.0
71 SQM Office Space FOR RENT Bausher facing Mall of Oman MPC28-A,"Bosher, Muscat•",2,,340,71.0
2BHK Apartment FOR RENT in Al Qurum Park View Bldg. PPA55,"Qurum, Muscat•",3,3,425,110.0
Corner Commercial Shop Spaces for Rent in Bousher MPC16,"Bosher, Muscat•",2,,375,75.0
For Rent: Spacious Town Houses located close to the Marina,"The Wave (Almouj), Muscat•",3,3,750,109.0
ADC508*** Office Space in Azaiba – 855 sqm for Rent*,"Azaiba, Muscat•",2,,4490,855.0
ADC501**115 SQM  Office for rent in Al Azaibah south,"Azaiba, Muscat•",2,,500,115.0
"ADC802** 140 SQM Offices for rent in Ghubra north , 18 november street","Al Ghubrah, Muscat•",2,,700,140.0
ADV141** AL SEEB Sour Al Hadeed 3BHK + MAID'S villa for rent,"Al Seeb, Muscat•",4,4,550,280.0
"Luxury 2BHK Townhouse for Rent – Dolphin Village, Bousher – PPV280","Bosher, Muscat•",3,3,900,132.0
2BHK Apartment FOR RENT in Al Khuwair 33 Bait Ridhwan MPA14,"Al Khuwair, Muscat•",2,2,220,95.0
For Rent: Brand New Shop in Masar Barka Prime Location PPC107,"Barka, Al Batinah•",2,,400,29.0
Amazing Fully Furnished 1BHK Flat for Rent in Muscat Hills PPA178,"Muscat Hills, Muscat•",2,2,550,101.0
Brand New 33 SQM Commercial Space for Rent in Azaiba PPC104,"Azaiba, Muscat•",2,,490,33.0
4+1 Bedrooms Villa for Rent in Shatti Al Qurum PPV284,"Qurum, Muscat•",6,6,1050,396.0
Brand New Office for Rent – 105 SQM | Prime Location in Bawshar PPC122,"Bosher, Muscat•",2,,480,105.0
Brand New Office Space for Rent on Al Maha Street – 84 SQM PPC123,"Bosher, Muscat•",2,,400,84.0
2BHK Apartment FOR RENT in Qurum PPA62,"Qurum, Muscat•",2,2,310,120.0
Commercial Villa for Rent – Shatti Al Qurum - PPC142,"Qurum, Muscat•",2,,1300,396.0
"Luxury 3+1BHK Townhouse for Rent – Dolphin Village, Bousher – PPV281","Bosher, Muscat•",4,4,1250,162.0
للايجار شقه للعوائل في الموالح الجنوبية,"Al Mawaleh, Muscat•",2,2,180,100.0
للايجار مصنع و مخزن موقع متميز ف منطقه الرسيل الصناعيه Factory forRent,"Al Rusayl, Muscat•",2,,1650,1000.0
1bhk in wadi kabir free WiFi (B5540),"Al Wadi Al Kabir, Muscat•",1,1,130,70.0
RF66 - 2BHK FLAT FOR RENT IN RUWI MBD AREA,"Ruwi, Muscat•",3,3,250,90.0
52 SQM Office Space in Muscat Hills – Good Location,"Muscat Hills, Muscat•",2,,286,52.0
2-Desk Modern Business Centre Offices in Muscat Hills,"Muscat Hills, Muscat•",2,,219,10.0
4 BR + 1 Maid’s Room Villa for Rent – Qurum,"Qurum, Muscat•",5,5,450,459.0
2 BR + Maid’s Room Fully Furnished Apartment in Bosher,"Bosher, Muscat•",3,3,600,159.0
3 BR + Maid’s Room Ground Floor Apartment in MSQ with Amenities,"Madinat As Sultan Qaboos, Muscat•",3,3,850,142.0
"2 BR + Maid’s Room Simplex Apartment, Madinat Sultan Qaboos","Madinat As Sultan Qaboos, Muscat•",3,3,650,119.0
Multiple Retail Spaces Located in Duqm for Rent - 45 - 100 SQM,"Al Duqum, Al Wusta•",2,,700,100.0
Luxury Apartment for Rent in Al Mouj,"The Wave (Almouj), Muscat•",3,3,1200,160.0
1 BR Apartment Available for Rent in Madinat Al Sultan Qaboos,"Madinat As Sultan Qaboos, Muscat•",1,1,500,77.0
Luxurious 4 storey executive 3+1 BR villa with infinity pool,"Qurum, Muscat•",5,5,1200,300.0
MUSCAT BAY | LUXURIOUS 4+1BR MODERN WATERFRONT VILLA,"Qantab, Muscat•",6,6,1750,500.0
"We have offices available for rent in prime locations in Al Azaiba,","Azaiba, Muscat•",2,,4500,300.0
Spacious Standalone 3 & 4 & 5 & 6  BR Villa for Rent in Qurom,"Qurum, Muscat•",6,6,1000,400.0
4 BR + 1 Maid’s Room Villa in Madinat Ilam,"Madinat As Sultan Qaboos, Muscat•",6,6,850,300.0
Luxurious Brand-New 5+1 BR villa available for rent in Madinat Al-Ila,"Madinat As Sultan Qaboos, Muscat•",7,7,1300,450.0
SR-MO-750 Ground floor flat to let in mawaleh south,"Al Mawaleh, Muscat•",3,3,400,150.0
MADINAT SULTAN QABOOS | DUBPLEX 2 BR APARTMENT,"Madinat As Sultan Qaboos, Muscat•",4,4,700,120.0
"""SR-AK-638 *For Rent: Spacious Commercial Villa in Al Mawaileh South!*","Al Mawaleh, Muscat•",2,,900,350.0
MQ | BEAUTIFUL 5 COMMUNITY TOWNHOUSE,"Madinat As Sultan Qaboos, Muscat•",6,6,1400,300.0
"""SR-SM-590** Spacious Villa for Rent in Almawaleh South","Al Mawaleh, Muscat•",4,4,650,300.0
"""SR-IB-697 Shops for Rent in Al Mawaleh South","Al Mawaleh, Muscat•",2,,390,40.0
SR-HS-735 Good quality flat to let in alhail north,"Al Hail, Muscat•",3,3,350,150.0
SR--AH-919 Flat For Rent in Hail North/شقة للايجار في الحيل الشمالية,"Al Hail, Muscat•",2,2,220,120.0
"""SR-GF-417 Spacious Villa for Rent in South Mawaleh","Al Mawaleh, Muscat•",4,4,650,280.0
للايجارفيلا ف مرتفعات بوشر - Villa for Rent 4BHK,"Bosher, Muscat•",4,4,400,300.0
Brand New Modern Villa for Rent in Al Muna gardens,"Bosher, Muscat•",5,5,950,280.0
7 SQM Fully Furnished Office in Qurum – All-Inclusive,"Qurum, Muscat•",2,,249,10.0
1 BR Stunning Apartment in Al Mouj with Shared Pool,"The Wave (Almouj), Muscat•",2,2,480,63.0
"5 BR + Maid’s Room Brand New Villa – MSQ, Near Pakistani Embassy","Madinat As Sultan Qaboos, Muscat•",7,7,1700,467.0
2 BR Excellent Furnished Apartment in Ghubra,"Al Ghubrah, Muscat•",3,3,550,89.0
3 BR Compact Villa in Al Khuwair,"Al Khuwair, Muscat•",2,,600,189.0
350 SQM Great Office Spaces in Azaiba,"Azaiba, Muscat•",2,,1837,350.0
2 BR Excellent Apartment in Ruwi,"Ruwi, Muscat•",3,3,280,109.0
1 BR Elegant Apartment in Ruwi – with Shared Gym,"Ruwi, Muscat•",2,2,225,59.0
440 SQM Great Office Spaces in Azaiba,"Azaiba, Muscat•",2,,2310,440.0
3 + 1 Fully Furnished Villa for Rent in Al Khoud with Garden & Pool,"Al Khoud, Muscat•",4,4,700,259.0
1 BR Brand New Outstanding Apartment for Rent – Juman 2,"The Wave (Almouj), Muscat•",2,2,650,59.0
